species,locality,municipality,kingdom,phylum,class,order,family,taxonRank,elevation
Tourrettia lappacea,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,SPECIES,2324
Tovaria pendula,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Tovariaceae,SPECIES,2343
Toxicodendron striatum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,SPECIES,2417
Tropaeolum flavipilum,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Tropaeolaceae,SPECIES,2424
Valeriana clematitis,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,3208
Valeriana triphylla,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,3551
Varronia cylindrostachya,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,SPECIES,2451
Vasconcellea pubescens,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae,SPECIES,2450
Viburnum tinoides,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,SPECIES,2272
Vittaria graminifolia,La Salina,Santa Barbara,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,SPECIES,2625
Weinmannia balbisana,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,SPECIES,2409
Weinmannia multijuga,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,SPECIES,3208
Weinmannia pinnata,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,SPECIES,2603
Witheringia solanacea,La Salina,Santa Barbara,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,2497
Aciotis purpurascens,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,435
Amazilia amabilis,Locacion,Cimitarra,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,425
Amphidasya intermedia,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,435
Annona tenuiflora,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,SPECIES,492
Aphelandra barkleyi,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,SPECIES,475
Arachnothryx colombiana,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,419
Attila spadiceus,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,425
Baryphthengus martii,Locacion,Cimitarra,Animalia,Chordata,Aves,Coraciiformes,Momotidae,SPECIES,425
Bellucia mespiloides,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,492
Besleria solanoides,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,435
Campyloneurum brevifolium,Locacion,Cimitarra,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,492
Cassipourea peruviana,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,SPECIES,449
Centropogon solanifolius,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,SPECIES,475
Chalybura buffonii,Locacion,Cimitarra,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,425
Chiococca alba,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,419
Clibadium surinamense,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,435
Clidemia octona,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,475
Coereba flaveola,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Coerebidae,SPECIES,425
Columnea sanguinea,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,492
Condaminea corymbosa,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,419
Connarus renteriae,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Connaraceae,SPECIES,419
Costus scaber,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Zingiberales,Costaceae,SPECIES,492
Costus spiralis,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Zingiberales,Costaceae,SPECIES,435
Cybianthus schlimii,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,SPECIES,492
Dendrocincla fuliginosa,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,425
Dendrocolaptes sanctithomae,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,425
Dicranopygium goudotii,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,SPECIES,435
Dimerocostus cryptocalyx,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Zingiberales,Costaceae,SPECIES,427
Episcia cupreata,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,435
Euphonia laniirostris,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Fringillidae,SPECIES,425
Ficus citrifolia,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,SPECIES,419
Ficus pertusa,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,SPECIES,419
Glaucis hirsutus,Locacion,Cimitarra,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,425
Glyphorynchus spirurus,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,425
Graffenrieda cucullata,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,492
Gustavia speciosa,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,SPECIES,492
Heliconia laxa,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,SPECIES,475
Heliconia rigida,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,SPECIES,449
Inga thibaudiana,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,492
Leptotila verreauxi,Locacion,Cimitarra,Animalia,Chordata,Aves,Columbiformes,Columbidae,SPECIES,425
Machaeropterus regulus,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Pipridae,SPECIES,425
Manacus manacus,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Pipridae,SPECIES,425
Marcgravia brownei,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Ericales,Marcgraviaceae,SPECIES,492
Miconia atropurpurea,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,419
Miconia crenulata,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,475
Miconia granatensis,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,492
Miconia lateriflora,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,492
Miconia oinochrophylla,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,475
Miconia prasina,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,419
Miconia secunmexicana,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,419
Miconia septuplinervia,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,435
Miconia smaragdina,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,484
Miconia sulcicaulis,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,492
Microgramma reptans,Locacion,Cimitarra,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,SPECIES,492
Mionectes oleagineus,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,425
Myiarchus tuberculifer,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,350
Notopleura polyphlebia,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,492
Oncostoma olivaceum,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,425
Palicourea deflexa,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,492
Palicourea tomentosa,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,492
Peperomia rotundifolia,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,435
Phaethornis anthophilus,Locacion,Cimitarra,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,425
Phaethornis longirostris,Locacion,Cimitarra,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,425
Phaethornis striigularis,Locacion,Cimitarra,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,425
Phytolacca rivinoides,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,SPECIES,492
Piper aduncum,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,475
Piper raizudoanum,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,435
Piper seducentifolium,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,SPECIES,475
Pipra erythrocephala,Locacion,Cimitarra,Animalia,Chordata,Aves,Passeriformes,Pipridae,SPECIES,425
Pitcairnia megasepala,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,SPECIES,419
Pourouma bicolor,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,SPECIES,492
Psychotria bertieroides,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,464
Psychotria gracilenta,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,492
Ronabea emetica,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,492
Ronabea latifolia,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,492
Senna hayesiana,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,419
Siparuna grandiflora,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,SPECIES,449
Sloanea pacuritana,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,SPECIES,492
Threnetes ruckeri,Locacion,Cimitarra,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,425
Trichilia poeppigii,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,SPECIES,492
Triolena hirsuta,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,435
Voyria tenella,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,SPECIES,492
Voyria truncata,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,SPECIES,492
Xiphidium caeruleum,Locacion,Cimitarra,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,SPECIES,419
Zygia longifolia,Locacion,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,435
Andinoacara latifrons,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,SPECIES,205
Anemopaegma chrysoleucum,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,SPECIES,107
Astyanax fasciatus,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,125
Astyanax filiferus,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,118
Bunocephalus colombianus,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Aspredinidae,SPECIES,101
Canthidium haroldi,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,123
Canthon cyanellus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,107
Canthon juvencus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,108
Canthon subhyalinus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,124
Caquetaia kraussii,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,SPECIES,95
Chamaedorea pinnatifrons,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,SPECIES,122
Clavija latifolia,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,SPECIES,107
Coccoloba padiformis,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,SPECIES,107
Codonanthopsis uleana,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,SPECIES,107
Coprophanaeus corythus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,120
Creagrutus affinis,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,205
Creagrutus magdalenae,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,205
Ctenolucius hujeta,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Ctenoluciidae,SPECIES,97
Curimata mivartii,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Curimatidae,SPECIES,74
Cyclocephala amazona,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,SPECIES,196
Cyphocharax magdalenae,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Curimatidae,SPECIES,97
Dasyloricaria filamentosa,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,SPECIES,74
Dichotomius andresi,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,147
Digitonthophagus gazella,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,196
Dyscinetus dubius,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,SPECIES,196
Eurysternus foedus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,126
Eurysternus mexicanus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,129
Eurysternus plebejus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,120
Faramea occidentalis,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,107
Gasteropelecus maculatus,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Gasteropelecidae,SPECIES,88
Geonoma deversa,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,SPECIES,122
Geophagus steindachneri,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,SPECIES,205
Gephyrocharax melanocheir,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,205
Gustavia excelsa,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,SPECIES,107
Hoplosternum magdalenae,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,SPECIES,101
Hyphessobrycon natagaima,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,148
Hypostomus hondae,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,SPECIES,205
Imparfinis usmai,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,SPECIES,205
Lindackeria laurina,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Achariaceae,SPECIES,107
Megaleporinus muyscorum,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,SPECIES,74
Miconia longifolia,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,SPECIES,107
Nanocheirodon insignis,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,88
Onthophagus acuminatus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,119
Onthophagus clypeatus,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,121
Onthophagus landolti,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,109
Onthophagus lebasi,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,117
Oxysternon conspicillatum,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,122
Pimelodella floridablancaensis,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,SPECIES,74
Pimelodus yuma,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,SPECIES,95
Poecilia caucana,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,SPECIES,127
Prochilodus magdalenae,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,SPECIES,95
Psychotria suerrensis,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,SPECIES,122
Rhamdia guatemalensis,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,SPECIES,153
Rhinoclemmys melanosterna,Riveras de San Juan,Cimitarra,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,SPECIES,74
Rineloricaria magdalenae,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,SPECIES,74
Rinorea sylvatica,Riveras de San Juan,Cimitarra,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,SPECIES,107
Roeboides dayi,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,92
Saccoderma hastata,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,SPECIES,140
Sternopygus aequilabiatus,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Gymnotiformes,Sternopygidae,SPECIES,205
Sturisomatichthys leightoni,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,SPECIES,205
Sylvicanthon aequinoctialis,Riveras de San Juan,Cimitarra,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,121
Synbranchus marmoratus,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,SPECIES,101
Trachelyopterus insignis,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Siluriformes,Auchenipteridae,SPECIES,92
Triportheus magdalenae,Riveras de San Juan,Cimitarra,Animalia,Chordata,Actinopterygii,Characiformes,Triportheidae,SPECIES,97
Adelomyia melanogenys,Salinas,Santa Barbara,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,2575
Anabacerthia striaticollis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2525
Ancognatha scarabaeoides,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,SPECIES,2529
Ancognatha vulgaris,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,SPECIES,2530
Andigena nigrirostris,Salinas,Santa Barbara,Animalia,Chordata,Aves,Piciformes,Ramphastidae,SPECIES,2525
Arremon brunneinucha,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Emberizidae,SPECIES,2575
Atlapetes albofrenatus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Emberizidae,SPECIES,2350
Atlapetes schistaceus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Emberizidae,SPECIES,3065
Aulacorhynchus prasinus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Piciformes,Ramphastidae,SPECIES,2525
Basileuterus tristriatus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Parulidae,SPECIES,2575
Blepharicnema splendens,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,SPECIES,2613
Catamblyrhynchus diadema,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,3075
Catharus fuscater,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Turdidae,SPECIES,2575
Coeligena coeligena,Salinas,Santa Barbara,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,2438
Coeligena helianthea,Salinas,Santa Barbara,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,2800
Colibri thalassinus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,2525
Dendrocolaptes picumnus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2550
Dichotomius belus,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,2450
Dichotomius ribeiroi,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,2605
Diglossa albilatera,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,3012
Diglossa caerulescens,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2950
Dubusia taeniata,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2525
Eurysternus marmoreus,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,2361
Golofa eacus,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,SPECIES,2523
Grallaria rufula,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Grallariidae,SPECIES,3075
Haplospiza rustica,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2519
Heliangelus amethysticollis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,3075
Heliodoxa leadbeateri,Salinas,Santa Barbara,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,2350
Hellmayrea gularis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,3105
Hemispingus frontalis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2575
Hemispingus melanotis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2525
Henicorhina leucophrys,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,SPECIES,2575
Heterogomphus schoenherri,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,SPECIES,2528
Lepidocolaptes lacrymiger,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2350
Lipaugus fuscocinereus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Cotingidae,SPECIES,2525
Mionectes striaticollis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,2525
Myioborus miniatus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Parulidae,SPECIES,2525
Myiophobus flavicans,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,2575
Myiothlypis luteoviridis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Parulidae,SPECIES,2950
Myiothlypis nigrocristata,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Parulidae,SPECIES,3065
Nephelomys meridensis,Salinas,Santa Barbara,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,SPECIES,2639
Ochthoeca cinnamomeiventris,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,2525
Ochthoeca diadema,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,SPECIES,2950
Ontherus brevicollis,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,2554
Pheugopedius mystacalis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,SPECIES,2525
Pipreola riefferii,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Cotingidae,SPECIES,2775
Premnoplex brunnescens,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2575
Premnornis guttuliger,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2575
Pseudocolaptes boissonneautii,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2500
